node_name/poi_id,checkin_cnt,poi_catid,latitude,longitude
41102700f964a520d60b1fe3,98,4bf58dd8d48988d1f6941735,40.75061379,-73.98856401
4de3cbd8e4cd056f74638556,9,4bf58dd8d48988d1f6941735,40.77388356,-73.98221954
4be4a85d910020a1a00ed214,6,4bf58dd8d48988d103951735,40.73458619,-73.99009926
4a833fa5f964a5207efa1fe3,10,4bf58dd8d48988d103951735,40.73512291,-73.99118391
4ab7e0d7f964a520417b20e3,13,4bf58dd8d48988d107951735,40.73524837,-73.991138
4a3ffdc5f964a5202da41fe3,23,4bf58dd8d48988d1e0931735,40.73709857,-73.99039768
4a4108e6f964a520b6a41fe3,15,4bf58dd8d48988d1dd931735,40.74068572,-73.9872929
4e028dacb0fb88a1209ac864,7,4bf58dd8d48988d11e951735,40.73898202,-73.98967713
49b7ed6df964a52030531fe3,287,4bf58dd8d48988d164941735,40.75648987,-73.98626804
4a847222f964a520a1fc1fe3,16,4bf58dd8d48988d1e0931735,40.75755034,-73.98486528
42829c80f964a5206a221fe3,506,4bf58dd8d48988d129951735,40.75280621,-73.97717535
4bf13b20b315c9b6a5bd93ff,8,4bf58dd8d48988d12a951735,40.59009477,-73.9741788
4a523c9df964a5206cb11fe3,10,4bf58dd8d48988d1c5941735,40.73710648,-73.99032308
4a4d10fbf964a52082ad1fe3,119,4bf58dd8d48988d1fd931735,40.67837611,-73.90339851
4e56dcb252b1d8d4e3115217,27,4f2a25ac4b909258e854f55f,40.61740978,-73.95989862
4bdb71243904a593177b4a9e,7,4bf58dd8d48988d1f9931735,40.75789583,-73.97765279
4ad3d174f964a5207be620e3,10,4bf58dd8d48988d1e0931735,40.73887144,-73.98297137
4ada106af964a520ed1d21e3,29,4bf58dd8d48988d1e0931735,40.73340972,-74.00285648
4c176109f693b7139f0f5f54,23,4bf58dd8d48988d12b951735,40.64580572,-73.90217543
4be5dfe9910020a13ea2d314,10,4bf58dd8d48988d1df941735,40.69495631,-74.01334763
4a43c0aef964a520c6a61fe3,84,4bf58dd8d48988d1df941735,40.60679958,-74.04416981
4531059cf964a520683b1fe3,51,4bf58dd8d48988d1f6941735,40.7623248,-73.96781445
4a871b30f964a5209a0220e3,7,4bf58dd8d48988d1e0931735,40.74139633,-74.0048182
4a3d735cf964a5204ba21fe3,23,4bf58dd8d48988d1f6941735,40.7515016,-73.98271885
4b376908f964a520ef4025e3,6,4bf58dd8d48988d132941735,40.8168158,-73.9413925
43237380f964a520a6271fe3,8,5032792091d4c4b30a586d5c,40.77308313,-73.98281336
4a496b05f964a5204dab1fe3,13,4bf58dd8d48988d176941735,40.80986581,-73.95154698
4adca802f964a520632e21e3,7,4bf58dd8d48988d1df931735,40.77693,-73.977499
4e4b34e3814d52398af27a92,35,4bf58dd8d48988d176941735,40.80927,-73.94907117
4a48080ff964a52075aa1fe3,17,4bf58dd8d48988d118951735,40.81967267,-73.95994453
3fd66200f964a5202ee81ee3,19,4bf58dd8d48988d118951735,40.78055768,-73.98171902
4a46c0b1f964a52065a91fe3,3,4bf58dd8d48988d17f941735,40.80939181,-73.95174265
4a6a2fecf964a520cacc1fe3,19,4bf58dd8d48988d1f6941735,40.73215319,-74.03588891
4b23f704f964a520f55d24e3,6,4bf58dd8d48988d119951735,40.73114507,-74.04147863
49e4ec34f964a5206e631fe3,51,4bf58dd8d48988d1fd941735,40.72696607,-74.03832436
4e0123ec62843b639cfab90d,3,4bf58dd8d48988d118951735,40.72891738,-74.04134989
4f513d70e4b063296bba53cc,10,4bf58dd8d48988d130941735,40.71186956,-74.01181415
4ae8906ef964a52071b021e3,99,4bf58dd8d48988d129951735,40.71267093,-74.01193142
4a946ed7f964a520902120e3,30,4bf58dd8d48988d1fd931735,40.72688476,-74.03454781
4af18817f964a5203fe121e3,67,4bf58dd8d48988d129951735,40.73606359,-74.02938724
4a80af37f964a520eaf51fe3,10,4bf58dd8d48988d1ff941735,40.72289631,-74.03914364
4ad77a2bf964a520280b21e3,135,4bf58dd8d48988d129951735,40.71948549,-74.04270172
4fe9524ce4b0d971aa120f82,29,4bf58dd8d48988d146941735,40.8340978,-73.94526722
4eba3331722edc0eaf1762bb,11,4bf58dd8d48988d103941735,40.8331652,-73.94186034
4c66f1e5aebea5935aab74d0,24,4bf58dd8d48988d1fd931735,40.73009874,-73.86145272
4ad7a8d9f964a520640d21e3,39,4bf58dd8d48988d1fd931735,40.74970348,-73.987813
4c7f04be7fd4ef3b108394a1,13,4bf58dd8d48988d124941735,40.69008723,-73.98177762
4b46b4c0f964a520252726e3,15,4bf58dd8d48988d1fd931735,40.74637912,-73.98189068
4b0e1598f964a520c85423e3,22,4bf58dd8d48988d1fd931735,40.79467579,-73.97176266
4bebd433a9900f4799331840,13,4bf58dd8d48988d1fd931735,40.74914266,-73.93783808
4b50e721f964a520db3727e3,19,4bf58dd8d48988d1fd931735,40.68991272,-73.98150444
4a737bf8f964a52091dc1fe3,336,4bf58dd8d48988d1fd931735,40.70858836,-73.99103165
4c524854384c76b00080f62a,71,4bf58dd8d48988d103941735,40.8331652,-73.94186034
4b575c8df964a520993328e3,6,4bf58dd8d48988d1fd931735,40.75947867,-73.83009851
4a513b17f964a520d2b01fe3,278,4bf58dd8d48988d129951735,40.69902344,-73.81001472
4af609c9f964a520770022e3,10,4bf58dd8d48988d1fe931735,40.84884583,-73.93841743
4840fe6bf964a52030501fe3,326,4bf58dd8d48988d1fe931735,40.7572213,-73.99154663
4ae6258af964a52013a521e3,56,4bf58dd8d48988d1fd931735,40.81554068,-73.95842347
4b515378f964a520f94a27e3,11,4bf58dd8d48988d148941735,40.83416102,-73.94503761
4b969536f964a52070d634e3,21,4bf58dd8d48988d1fd931735,40.83128283,-73.9413925
4b3a1855f964a520026125e3,79,4bf58dd8d48988d1fd931735,40.69147465,-73.98738384
4b390cf4f964a5201c5525e3,18,4bf58dd8d48988d1df941735,40.80023122,-73.82881165
4ae10ae7f964a520ce8421e3,10,4bf58dd8d48988d1fd931735,40.86046649,-73.92554283
4b2c7911f964a52044c724e3,9,4bf58dd8d48988d1fd931735,40.82134415,-73.95403862
4eb8e0c8e5e874370577ab72,10,4bf58dd8d48988d1fe931735,40.80799507,-73.9638555
4ad8fa6ef964a520ac1621e3,29,4bf58dd8d48988d1fd931735,40.68805851,-73.98049054
4a43bd40f964a520bfa61fe3,81,4bf58dd8d48988d1df941735,40.75673368,-73.95445704
4d85caba5091370410239e5b,10,4bf58dd8d48988d12b951735,40.6316674,-73.94702948
4b4cd551f964a520c8c026e3,19,4bf58dd8d48988d1f6941735,40.63154374,-73.94687409
4b5d9f0df964a520d06329e3,32,4bf58dd8d48988d1fd931735,40.69308534,-73.92848253
4b283971f964a520289124e3,41,4bf58dd8d48988d1fd931735,40.7468343,-73.89155388
4ace6c89f964a52078d020e3,148,4bf58dd8d48988d1ed931735,40.773839,-73.87122
4aaf803ef964a520376420e3,28,4bf58dd8d48988d1df941735,40.78008648,-73.92702341
42911d00f964a520f5231fe3,673,4bf58dd8d48988d129951735,40.7507948,-73.99357639
4a61542bf964a5204ec21fe3,36,4bf58dd8d48988d1fd931735,40.77007682,-73.91798973
4c3cfebb980320a1107a8be4,7,4f4531504b9074f6e4fb0102,40.69968865,-73.80783124
4bd1b96a77b29c7439118d82,95,4bf58dd8d48988d1fd931735,40.57745558,-73.98124695
4b5b08c9f964a520f9df28e3,53,4bf58dd8d48988d1fd931735,40.8278609,-73.92565146
4c4b52ce9e6dbe9acbd4e10b,12,4f2a25ac4b909258e854f55f,40.69192237,-73.98774628
4b06d110f964a520c3f022e3,48,4bf58dd8d48988d1fd931735,40.85895412,-73.93261526
4b1e78c2f964a520461a24e3,44,4bf58dd8d48988d1fd931735,40.7679967,-73.98189068
4fc6d424e4b08f659ecd5278,10,4f2a25ac4b909258e854f55f,40.5770147,-73.98147919
4cc2ff0682388cfa2c686435,17,4bf58dd8d48988d13b941735,40.79336765,-73.94829806
4d7511de170ab1f70edcfc94,16,4bf58dd8d48988d1c1941735,40.77787135,-73.95476139
4c2fa71309a99c7413e30a2a,9,4bf58dd8d48988d118951735,40.77191392,-73.95900894
4eb0d7bc4fc6015c82ea1c3e,8,4bf58dd8d48988d1e0931735,40.81009017,-73.94326687
4a68933bf964a52094ca1fe3,9,4bf58dd8d48988d103951735,40.72459189,-73.99714708
440bdf9cf964a52079301fe3,4,4bf58dd8d48988d17e941735,40.77364926,-73.98402163
4ef4c5b099111bd0a9b8e9c2,16,4bf58dd8d48988d1e0931735,40.77211113,-73.96095474
4a242c9af964a520fb7d1fe3,13,4bf58dd8d48988d1f8941735,40.72553593,-73.996785
44e39280f964a52045371fe3,12,4bf58dd8d48988d1e0931735,40.72645384,-73.99859548
4cae5172cbab236a20768f73,8,4bf58dd8d48988d136941735,40.6867074,-73.97777081
49de0156f964a52021601fe3,124,4bf58dd8d48988d129951735,40.80514464,-73.939147
49ef4c99f964a52092681fe3,12,4bf58dd8d48988d1dd931735,40.774626,-73.959236
4a95cf86f964a520c92420e3,5,4bf58dd8d48988d118951735,40.79409,-73.96717
4ae2efbbf964a520b78f21e3,10,4bf58dd8d48988d127951735,40.79483545,-73.96598274
4aa3ed73f964a520604420e3,7,4bf58dd8d48988d1e0931735,40.79096987,-73.94705147
4ca66eec5a1e952129d98ace,11,4bf58dd8d48988d103951735,40.77843897,-73.95451458
4af5a46af964a520b5fa21e3,22,4bf58dd8d48988d18f941735,40.76139684,-73.97698575
4acca438f964a5201dc920e3,5,4bf58dd8d48988d142941735,40.73171833,-73.98555397
4a257482f964a520557e1fe3,5,4bf58dd8d48988d1d0941735,40.73179547,-73.98567259
4aed0b8cf964a520ebcc21e3,3,4bf58dd8d48988d1e5931735,40.81440532,-73.94437174
4a319883f964a520fc991fe3,10,4bf58dd8d48988d118951735,40.733879,-73.988185
4f628d17e4b0ce431b69bafc,7,4bf58dd8d48988d14e941735,40.80853416,-73.94512372
3fd66200f964a520def11ee3,226,4bf58dd8d48988d163941735,40.7352825,-73.99040315
4fa16401e4b0dae72e3925a3,6,4bf58dd8d48988d116941735,40.74422472,-73.98403885
4f36cf39e4b0fc67a89276f5,6,4bf58dd8d48988d16c941735,40.76853552,-73.95557647
4a68a1c6f964a520b5ca1fe3,5,4bf58dd8d48988d179941735,40.74486468,-73.99887963
4b240a1ff964a520b25f24e3,20,4bf58dd8d48988d163941735,40.73228891,-74.01051196
4a7f4eb1f964a520a5f31fe3,5,4bf58dd8d48988d124941735,40.74622927,-73.982381
4c6c3b1323c1a1cd5efc18cf,13,4bf58dd8d48988d1ca941735,40.743982,-74.006678
44abe943f964a52008351fe3,6,4bf58dd8d48988d1c4941735,40.714482,-73.957302
3fd66200f964a52008f11ee3,8,4bf58dd8d48988d117941735,40.77300702,-73.9158863
4dd7c0afd1647fcf3e518ff3,24,4bf58dd8d48988d1f7941735,40.7205995,-73.96312594
4a0752b5f964a5204a731fe3,5,4bf58dd8d48988d1f7941735,40.71985686,-73.96130487
45c76421f964a52066421fe3,15,4bf58dd8d48988d1e0931735,40.74404465,-73.98373696
4acf7cadf964a52003d420e3,24,4bf58dd8d48988d1cb941735,40.74265628,-73.98901463
4fa4a231e4b09571de93b9a7,49,4bf58dd8d48988d1c1941735,40.75922049,-73.98880005
3fd66200f964a520daf11ee3,27,4bf58dd8d48988d1e0941735,40.70566047,-74.00287628
4dcabca41f6e2812677e3598,8,4bf58dd8d48988d110941735,40.71811007,-73.95754527
4aa868abf964a520295120e3,7,4bf58dd8d48988d116941735,40.73907153,-73.9837978
3fd66200f964a520c7f11ee3,9,4bf58dd8d48988d1ca941735,40.73168165,-73.99618149
4b709d01f964a5204c252de3,22,4bf58dd8d48988d110941735,40.72154512,-73.98884243
41196180f964a5200b0c1fe3,16,4bf58dd8d48988d163941735,40.69118179,-73.97480965
49d675c5f964a520d15c1fe3,7,4bf58dd8d48988d1e2931735,40.76734271,-73.96570724
4ff4c10ce4b01d081f52b0b8,8,4bf58dd8d48988d1f1931735,40.75167776,-73.99120687
49becfd3f964a520e0541fe3,11,4bf58dd8d48988d113941735,40.74771692,-73.98641483
49e34b16f964a5206f621fe3,12,4bf58dd8d48988d1f2941735,40.73753501,-73.99030209
3fd66200f964a52056ee1ee3,3,4bf58dd8d48988d1ca941735,40.71883289,-73.95662114
4db9f3a50437ffd207981bfa,19,4f2a25ac4b909258e854f55f,40.73328159,-74.00329261
4a7a0832f964a5203ce81fe3,14,4bf58dd8d48988d1c1941735,40.745245,-73.982692
49f76cc2f964a5209d6c1fe3,87,4bf58dd8d48988d129951735,40.73420076,-74.16483829
3fd66200f964a520d7f11ee3,134,4bf58dd8d48988d163941735,40.75372797,-73.98368836
40d38200f964a52041011fe3,16,4bf58dd8d48988d114951735,40.75485026,-73.98800494
4a1b544df964a520eb7a1fe3,12,4bf58dd8d48988d132941735,40.80396143,-73.96288905
453cacc7f964a520153c1fe3,37,4bf58dd8d48988d180941735,40.74276196,-73.97692323
40e9eb80f964a5201c0a1fe3,16,4bf58dd8d48988d1e9931735,40.71795206,-73.98541049
3fd66200f964a52023e41ee3,24,4bf58dd8d48988d116941735,40.752294,-74.008758
4a8cc1d4f964a520130f20e3,64,4bf58dd8d48988d114951735,40.73316247,-73.99104044
4c2a81398abca59393c8fe1f,8,4bf58dd8d48988d145941735,40.72770626,-73.985601
4be1dcc440c0ef3b2f5cbed6,5,4bf58dd8d48988d163941735,40.86054099,-73.93363135
4aa512c5f964a5205e4720e3,4,4bf58dd8d48988d1e0931735,40.73500513,-73.99326138
4ff4271ae4b0b8fda8c37cc8,36,4bf58dd8d48988d162941735,40.74518078,-73.97943602
4bfb0ac865fbc9b660e8906c,10,4bf58dd8d48988d106941735,40.73441328,-74.01000023
4a676435f964a52054c91fe3,27,4bf58dd8d48988d1f2941735,40.76280319,-73.97336954
4283ee00f964a52085221fe3,13,4bf58dd8d48988d1ae941735,40.72898243,-73.99583817
4d9e5fb52052f04d07c8b494,16,4bf58dd8d48988d1fa931735,40.71532523,-74.00952456
45938647f964a52045401fe3,4,4bf58dd8d48988d175941735,40.77424773,-73.9816284
434da380f964a520a5281fe3,6,4bf58dd8d48988d1ce941735,40.75546586,-73.98723364
43a52546f964a520532c1fe3,264,4bf58dd8d48988d1ed931735,40.64508936,-73.78452301
4eb811f629c212fb6d8158e5,13,4bf58dd8d48988d1e0931735,40.72795461,-73.99326138
49ef71e3f964a520b8681fe3,10,4bf58dd8d48988d114951735,40.75407124,-73.98446354
4a09f665f964a52077741fe3,8,4bf58dd8d48988d17b941735,40.76744416,-73.97193432
43a72ba0f964a520672c1fe3,62,4bf58dd8d48988d180941735,40.73416736,-73.99048716
40e74880f964a520150a1fe3,46,4bf58dd8d48988d16c941735,40.74116059,-73.9881134
4bd44b84a8b3a5937e7f6b5f,30,4bf58dd8d48988d189941735,40.81348443,-74.07433033
43222200f964a5209a271fe3,8,4bf58dd8d48988d163941735,40.780519,-73.920682
4bb7bbd51261d13ae9c9e798,9,4bf58dd8d48988d164941735,40.63726578,-74.07631516
4c90005f3790199c16d8926b,9,4bf58dd8d48988d14f941735,40.8082599,-73.9451639
4c22beee99282d7f17b667b0,20,4bf58dd8d48988d11f941735,40.74099801,-74.00822997
4a09c4adf964a52053741fe3,4,4bf58dd8d48988d16e941735,40.75363804,-73.99246368
49ee02e9f964a52010681fe3,12,4bf58dd8d48988d1e0931735,40.72385604,-73.99640679
3fd66200f964a52074e81ee3,7,4bf58dd8d48988d16f941735,40.77887659,-73.95391187
4d5b3dd522ad2d430a63e695,42,4bf58dd8d48988d10d941735,40.75274101,-73.97330797
4cd95a235e1b721e58b23ed9,26,4bf58dd8d48988d143941735,40.70353166,-73.80230515
4b53672bf964a520199b27e3,17,4bf58dd8d48988d118951735,40.76396261,-73.8291242
4ba3bc00f964a520a85938e3,13,4bf58dd8d48988d118951735,40.75778225,-73.82794674
4a19b507f964a520347a1fe3,19,4bf58dd8d48988d1e0931735,40.71809032,-73.99999866
4c62bfd0e1621b8dfe232453,42,4f2a25ac4b909258e854f55f,40.75951305,-73.8314724
4a19aaebf964a520307a1fe3,24,4bf58dd8d48988d1e0931735,40.75811474,-73.82963978
4c40d709a48d9c74ab6c0c40,21,4bf58dd8d48988d12b951735,40.70780845,-73.80277045
4bae1d87f964a52011863be3,18,4bf58dd8d48988d1f9931735,40.68779755,-73.89198303
4b5fbcf0f964a520b2ca29e3,27,4bf58dd8d48988d10f951735,40.60589932,-73.98453815
4ab66100f964a520ce7620e3,13,4bf58dd8d48988d196941735,40.63904062,-73.99794102
4b40d02df964a5207bbb25e3,5,4bf58dd8d48988d1ff941735,40.65078525,-73.87308141
4b085910f964a520b90923e3,9,4bf58dd8d48988d1f6941735,40.78292986,-73.83085012
4a92a28ff964a520451d20e3,22,4bf58dd8d48988d1f6941735,40.78322232,-73.8334465
4a9e7e1af964a5204c3a20e3,27,4bf58dd8d48988d1f6941735,40.68430926,-73.97653194
43bba61df964a520eb2c1fe3,47,4bf58dd8d48988d118951735,40.73485229,-73.99108529
4b9d18b2f964a520408f36e3,6,4bf58dd8d48988d103951735,40.73595831,-73.991189
460d4b1ef964a52004451fe3,30,4bf58dd8d48988d118951735,40.723955,-73.991829
49e7ce15f964a5201d651fe3,17,4bf58dd8d48988d17f941735,40.71486941,-74.01538907
4a96a056f964a520672620e3,33,4bf58dd8d48988d1fd931735,40.7476146,-73.88395786
4e3c89c8aeb73139a16d84ee,4,4bf58dd8d48988d1dc931735,40.717854,-74.000208
4bad3de2f964a520233d3be3,58,4bf58dd8d48988d12a951735,40.67692779,-73.89869928
4a663fe9f964a5204ac81fe3,4,4bf58dd8d48988d1e0931735,40.72693529,-74.00015934
503f8ef9e4b07b1707e3b915,8,4bf58dd8d48988d197941735,40.9135961,-73.90890495
4fa93241e4b02c573a9a87c9,12,4bf58dd8d48988d1a7941735,40.91183,-73.906612
4d3a365dcc48224b400d3b4f,13,4bf58dd8d48988d1a3941735,40.91163004,-73.90776816
4f8cacdbe4b0af04c3918a11,9,4bf58dd8d48988d1b2941735,40.91159986,-73.90760166
4daddba56a23e6c9347e1092,23,4bf58dd8d48988d1a3941735,40.91118966,-73.90711069
508af9ccf13627e878935855,42,4bf58dd8d48988d162941735,40.78782019,-73.79104614
4d07e5203593548174e0f529,8,4bf58dd8d48988d1a7941735,40.911961,-73.906654
503bee84e4b0e79b22202bf1,8,4bf58dd8d48988d1a1941735,40.91123778,-73.90816431
481dfa3af964a5207f4f1fe3,43,4bf58dd8d48988d1fa931735,40.75261955,-73.99336294
50c302c1e4b00ce4a414b847,8,5032891291d4c4b30a586d68,40.911136,-73.907403
40b68100f964a5207d001fe3,271,4bf58dd8d48988d163941735,40.74218831,-73.98792419
4a36c1b9f964a520dd9d1fe3,75,4bf58dd8d48988d196941735,40.74167305,-73.97428784
4b4b76d3f964a520c29c26e3,6,4bf58dd8d48988d110951735,40.73991469,-73.98923268
4b6c43a2f964a5208a2c2ce3,9,4bf58dd8d48988d1dc931735,40.74095989,-73.98918103
49c27575f964a520f1551fe3,51,4bf58dd8d48988d1fa941735,40.73652697,-73.99055958
4e031ac452b10583352d4e83,8,4bf58dd8d48988d16c941735,40.74077826,-73.98768315
4a7dcf5cf964a520b5ef1fe3,27,4bf58dd8d48988d1f8941735,40.74001922,-73.99469609
3fd66200f964a5205de41ee3,14,4bf58dd8d48988d10c941735,40.73821644,-73.98784958
3fd66200f964a520ade91ee3,5,4bf58dd8d48988d157941735,40.734225,-73.99370327
4c5ef77bfff99c74eda954d3,107,4bf58dd8d48988d118951735,40.74186151,-73.98943363
4a4183a0f964a5205ba51fe3,5,4bf58dd8d48988d10c941735,40.74033689,-73.98868174
4691e9b3f964a520c2481fe3,6,4bf58dd8d48988d17e941735,40.72576876,-73.99730722
40f1d480f964a5206a0a1fe3,89,4bf58dd8d48988d163941735,40.74706189,-74.00519371
4bf453a66a31d13a92a0952e,17,4bf58dd8d48988d1f9931735,40.729798,-74.038666
4c83a1e451ada1cd8c332710,25,4bf58dd8d48988d1e0931735,40.74190438,-73.98906827
4a4138ebf964a520f9a41fe3,37,4bf58dd8d48988d17f941735,40.74492343,-73.99803604
49d23a22f964a5209f5b1fe3,17,4bf58dd8d48988d112941735,40.741128,-73.989902
4a21834ff964a520077d1fe3,19,4bf58dd8d48988d112951735,40.7421523,-73.99064541
3fd66200f964a52008e91ee3,4,4bf58dd8d48988d16d941735,40.736827,-73.986909
4b2a9723f964a520e6ab24e3,10,4bf58dd8d48988d10f951735,40.74123105,-73.98953684
4c8ac04852a98cfa84992fe9,13,4d4ae6fc7a7b7dea34424761,40.74310775,-73.98923842
3fd66200f964a520bbe61ee3,17,4bf58dd8d48988d1fa931735,40.71933912,-74.00487185
42699000f964a52047211fe3,9,4bf58dd8d48988d110941735,40.72443788,-74.00274171
4bddb1eee75c0f471e39c503,6,4bf58dd8d48988d130941735,40.76080271,-73.99910343
4283ee00f964a5209d221fe3,39,4bf58dd8d48988d1ff931735,40.75671096,-74.00100198
4ab7927bf964a5201f7a20e3,10,4bf58dd8d48988d16c941735,40.785714,-73.97277653
4da307d5e7b8a09077802121,26,4bf58dd8d48988d1f1931735,40.75678244,-74.00150299
3fd66200f964a520bbe91ee3,8,4bf58dd8d48988d110941735,40.72628915,-74.00039463
46dda121f964a520924a1fe3,6,4bf58dd8d48988d123941735,40.73964988,-74.00695376
4b82e4cbf964a52081eb30e3,5,4bf58dd8d48988d1fc941735,40.79419657,-73.97272825
3fd66200f964a5200de71ee3,16,4bf58dd8d48988d116941735,40.73233046,-74.00163991
4ea2c02193ad755e37150c15,5,4bf58dd8d48988d16d941735,40.723096,-73.995774
4a7c6d9bf964a52091ec1fe3,12,4bf58dd8d48988d104951735,40.72397123,-73.99608487
4a34038ef964a520929b1fe3,11,4bf58dd8d48988d112951735,40.76147154,-73.96677375
431e2d80f964a52079271fe3,12,4bf58dd8d48988d151941735,40.72144922,-73.99761379
4ee535472c5b5fc6cd1fd9d9,17,4bf58dd8d48988d155941735,40.72639998,-73.99173485
4a411ea5f964a520cba41fe3,11,4bf58dd8d48988d121941735,40.71581961,-74.00887039
4f9c7bc9e4b0873b678dd0dd,6,4bf58dd8d48988d11e941735,40.73255846,-73.98535884
4a318fe7f964a520f2991fe3,18,4bf58dd8d48988d163941735,40.78086639,-73.96687031
412d2800f964a520df0c1fe3,92,4bf58dd8d48988d163941735,40.77142562,-73.97350073
4b76ed15f964a520366b2ee3,17,4bf58dd8d48988d106941735,40.77792543,-73.96661282
4c423c5bcc410f475783ac61,6,4bf58dd8d48988d163941735,40.72150208,-73.9621067
4bc779d992b376b07cca4f3a,7,4bf58dd8d48988d116941735,40.722262,-73.98332129
45ebc982f964a52091431fe3,4,4bf58dd8d48988d1ca941735,40.73037217,-74.00198422
4459d2f1f964a520d7321fe3,84,4bf58dd8d48988d1ed931735,40.68968494,-74.17938709
4bcb92d5511f9521f7ccb1c7,7,4bf58dd8d48988d12c941735,40.85328395,-73.97450594
4b61b0f4f964a520581d2ae3,28,4bf58dd8d48988d175941735,40.91195587,-74.02976274
4ae4ecb7f964a520799f21e3,9,4bf58dd8d48988d14e941735,40.90514483,-74.03167248
4b00a2abf964a520264022e3,7,4bf58dd8d48988d1ce941735,40.8541298,-74.03318232
49f85cbbf964a520f26c1fe3,8,4bf58dd8d48988d118951735,40.81614775,-73.98043156
4e6aa429b61cc3728dafe88b,18,4bf58dd8d48988d16c941735,40.82305196,-73.97602114
4ae1cb15f964a520708721e3,5,4bf58dd8d48988d196941735,40.90400959,-73.96841526
4a6e34ccf964a52034d41fe3,5,4bf58dd8d48988d118951735,40.82458439,-73.97378851
4bfd153ce529c928a654ba8c,8,4bf58dd8d48988d179941735,40.864414,-73.961934
4afb4334f964a520791c22e3,64,4bf58dd8d48988d1a2941735,40.9510571,-74.08986568
4b4f2c9ff964a52035fc26e3,3,4bf58dd8d48988d1e0931735,40.86384194,-73.97511005
4a32c3f9f964a5208c9a1fe3,145,4bf58dd8d48988d1df941735,40.7058882,-73.99000168
4ceb041afe90a35de6e0500e,4,4bf58dd8d48988d18e941735,40.74043669,-73.98490545
4e92d4e0dab4ec3b1eae6922,7,4bf58dd8d48988d13d941735,40.91983291,-74.13420666
4ae8915df964a52079b021e3,5,4bf58dd8d48988d1e0931735,40.71925781,-74.04154301
3fd66200f964a52016e51ee3,6,4bf58dd8d48988d11b941735,40.72306684,-73.98850383
4f516615e4b0195da2b45c54,5,4bf58dd8d48988d116941735,40.74446539,-73.97613018
4c50bb26250dd13adf2a0a7c,5,4bf58dd8d48988d1f1931735,40.87828304,-74.15898085
4be078b398f2a5935a5dc25a,31,4bf58dd8d48988d1f9931735,40.7273726,-74.02115822
4ddc1acd887775ea9c39a5b5,1,4bf58dd8d48988d124941735,40.70976869,-74.18928477
4e6d062f483b1f5ebe55b4c4,8,4bf58dd8d48988d162941735,40.7382475,-74.03024463
4db44994cda1c57c82583709,49,4bf58dd8d48988d1f1931735,40.73939794,-73.99320973
4b021b27f964a520bf4722e3,12,4bf58dd8d48988d147941735,40.76013134,-74.04415237
4d237adbcc84721ef3cd60f6,15,4bf58dd8d48988d124941735,40.77037447,-74.02654
4b7ca616f964a520729f2fe3,7,4d954b06a243a5684965b473,40.75635511,-74.04270657
4b092864f964a5207a1423e3,18,4bf58dd8d48988d1e0931735,40.75099887,-74.02547652
